,date,smp_max,smp_min,smp_mean,supply,year,month,day,dayofweek,temp_max,temp_min,temp_mean,ws_max,ws_min,ws_mean,wd_max,wd_min,wd_mean,humid_max,humid_min,humid_mean,landP_max,landP_min,landP_mean,seaP_max,seaP_min,seaP_mean,sfctemp_max,sfctemp_min,sfctemp_mean,stand_temp_max,stand_temp_min,stand_temp_mean
25,2018-02-26,146.47,116.84,131.38,78.89,2018,2,26,0,12.5,4.9,8.414583333333333,3.7,0.9,2.3562499999999993,360.0,25.0,240.41666666666666,69.5,41.5,57.083333333333336,1023.0,1018.2,1019.5833333333335,1025.5,1022.95,1024.010416666667,28.5,2.5,10.243749999999999,-0.8561355848649537,-1.0746497858849897,-1.212416183378391
26,2018-02-27,171.36,116.55,129.76,74.89,2018,2,27,1,14.05,6.25,10.489583333333332,3.55,1.1,2.4312500000000004,240.0,105.0,182.29166666666666,77.5,54.5,66.54166666666667,1020.5,1016.8,1018.9041666666668,1024.6,1021.0,1023.0895833333333,31.099999999999998,3.25,12.28125,-0.6363268222033955,-0.7812644752979718,-1.026165429300478
27,2018-02-28,165.98,115.09,130.85,78.61,2018,2,28,2,15.399999999999999,7.0,11.641666666666666,12.55,2.8,6.883333333333334,280.0,70.0,175.625,98.0,70.0,86.1875,1016.25,991.2,1002.5937500000001,1020.45,995.25,1006.8020833333334,14.600000000000001,6.65,10.552083333333334,-0.4448804805304259,-0.6183708239379107,-0.9226927881460821
28,2018-03-01,181.14,119.65,134.24,80.59,2018,3,1,3,10.15,3.2,6.84375,11.45,3.25,6.460416666666667,330.0,270.0,292.0833333333333,87.5,49.5,68.625,1013.1,999.5,1007.5124999999999,1018.35,1004.9,1012.90625,13.7,1.6,6.768750000000001,-1.1893940314808642,-1.296750713779178,-1.4469541699950221
29,2018-03-02,175.15,120.62,138.56,78.97,2018,3,2,4,9.149999999999999,3.0,5.75,3.25,1.1,2.2375000000000003,340.0,115.0,253.75,84.0,55.5,66.04166666666667,1015.55,1012.1500000000001,1013.3395833333334,1019.95,1016.4,1017.9145833333333,21.8,1.6,7.933333333333334,-1.331206136423805,-1.4513965853235398,-1.474546874302861
30,2018-03-03,180.97,113.75,133.78,73.19,2018,3,3,5,14.25,6.550000000000001,11.129166666666665,4.1,0.9500000000000001,2.1687499999999997,235.0,70.0,149.79166666666666,93.0,75.5,85.5,1012.2,1009.2,1010.4104166666667,1016.6,1012.2,1014.1479166666668,17.2,3.9,9.970833333333333,-0.6079644012148074,-0.6908334608901261,-0.9847763728387197
31,2018-03-04,154.19,94.96,128.29,65.1,2018,3,4,6,18.6,13.2,15.772916666666665,5.1,1.1,2.4791666666666665,260.0,80.0,168.54166666666666,98.5,86.0,94.0625,1012.85,1001.5,1007.7374999999997,1015.25,1006.2,1011.6354166666666,24.1,9.3,15.343750000000002,0.008918255286984634,-0.0342512748474924,-0.06731895460307492
32,2018-03-05,180.0,119.48,135.75,76.46,2018,3,5,0,17.450000000000003,8.2,11.445833333333335,6.15,2.25,4.422916666666665,315.0,50.0,175.41666666666666,98.5,84.0,95.625,1016.75,999.0,1006.4166666666666,1022.4000000000001,1004.45,1011.8437500000003,16.5,7.3,12.0625,-0.15416566539739693,-0.6460597990334722,-0.7571365622990486
33,2018-03-06,181.06,120.72,134.07,76.67,2018,3,6,1,10.75,7.35,9.008333333333335,5.6,3.05,4.433333333333333,80.0,35.0,55.625,83.5,52.5,68.14583333333333,1024.3,1017.3,1021.3833333333331,1028.7,1022.95,1026.6479166666666,20.950000000000003,5.35,10.295833333333333,-1.1043067685150998,-0.9906991699037645,-0.874405555607364
34,2018-03-07,180.18,120.76,132.96,77.36,2018,3,7,2,11.350000000000001,9.25,9.897916666666665,5.5,2.95,4.3895833333333325,80.0,50.0,64.16666666666667,97.0,68.5,78.97916666666667,1023.95,1013.7,1019.4125,1028.1999999999998,1017.95,1023.6812500000001,12.05,7.0,9.027083333333334,-1.0192195055493352,-0.8649205277143505,-0.6122748646828939
35,2018-03-08,148.79,120.44,128.11,80.75,2018,3,8,3,9.0,5.0,7.027083333333334,6.85,4.199999999999999,5.347916666666666,350.0,50.0,281.4583333333333,97.0,73.0,85.14583333333333,1015.25,1009.1,1011.9145833333336,1020.95,1013.7,1016.8437500000001,10.2,4.199999999999999,7.639583333333332,-1.352477952165246,-1.2708291200726944,-1.1986198312244716
36,2018-03-09,155.29,120.62,137.74,79.37,2018,3,9,4,7.65,4.0,5.677083333333332,5.199999999999999,1.45,3.1270833333333328,360.0,235.0,311.4583333333333,79.5,61.5,71.41666666666667,1020.7,1015.55,1018.0854166666668,1025.3000000000002,1021.25,1023.3499999999999,14.5,2.6,6.235416666666667,-1.5439242938382158,-1.4617063100931642,-1.3365833527636664
37,2018-03-10,156.42,120.74,130.04,77.53,2018,3,10,5,11.149999999999999,4.75,7.795833333333332,4.1,1.1,2.735416666666667,315.0,235.0,274.1666666666667,83.5,42.0,67.10416666666667,1021.5,1018.8,1020.19375,1026.1,1023.8499999999999,1024.9666666666667,26.0,3.0,10.295833333333334,-1.0475819265379238,-1.1621351646443718,-1.2331107116092703
38,2018-03-11,130.54,111.14,124.04,73.95,2018,3,11,6,12.600000000000001,5.1,8.741666666666665,2.95,1.1,2.204166666666666,325.0,115.0,254.16666666666666,78.5,57.5,69.1875,1022.5,1020.1,1021.2395833333331,1027.0,1024.85,1025.8,25.0,2.7,10.008333333333336,-0.8419543743706593,-1.0284033062041045,-1.184823479070552
39,2018-03-12,130.55,120.47,124.43,74.94,2018,3,12,0,14.8,7.3,11.072916666666666,4.25,1.25,2.4166666666666665,235.0,160.0,201.66666666666666,87.0,60.0,73.91666666666667,1020.95,1017.6500000000001,1019.235416666667,1025.35,1021.9,1023.5062499999999,29.5,4.15,12.668750000000003,-0.52996774349619,-0.6987866771409788,-0.8813037316843237
40,2018-03-13,128.39,119.18,123.89,70.51,2018,3,13,1,17.85,9.8,13.970833333333333,5.3,1.2000000000000002,2.852083333333333,240.0,140.0,188.75,85.0,65.0,73.58333333333333,1017.8,1015.3499999999999,1016.7416666666664,1022.05,1019.6,1020.9979166666662,30.05,6.699999999999999,14.908333333333333,-0.09744082342022087,-0.28904875843963135,-0.5363949278363368
41,2018-03-14,133.16,116.65,125.3,67.13,2018,3,14,2,19.55,12.75,16.314583333333335,4.199999999999999,1.35,2.752083333333333,215.0,80.0,175.0,91.5,71.5,80.0625,1017.9000000000001,1015.05,1016.25,1022.05,1019.15,1020.3916666666668,31.95,9.100000000000001,17.477083333333336,0.14363975498277817,0.04233525201257295,-0.12940253929571244
42,2018-03-15,151.53,99.61,132.88,68.89,2018,3,15,3,17.15,13.1,15.858333333333333,7.15,1.4,4.1375,295.0,145.0,209.58333333333334,98.5,90.5,96.54166666666667,1015.1,1008.3499999999999,1010.6520833333333,1019.05,1012.8,1014.8333333333334,18.3,13.85,15.764583333333334,-0.19670929688027974,-0.022174168688789783,-0.08111530675699434
43,2018-03-16,157.06,112.95,131.0,76.17,2018,3,16,4,12.399999999999999,7.95,9.620833333333332,5.800000000000001,1.8,4.252083333333333,320.0,35.0,131.66666666666666,98.5,67.5,83.91666666666667,1021.05,1008.85,1014.8833333333332,1026.7,1013.95,1020.2416666666667,15.75,6.9,11.224999999999996,-0.8703167953592479,-0.9040974818389222,-0.7916274426838471
44,2018-03-17,178.47,119.61,143.32,73.2,2018,3,17,5,12.95,6.55,9.410416666666666,5.1,2.05,3.7583333333333333,125.0,50.0,69.375,77.0,59.5,67.52083333333333,1026.1,1019.5,1021.8750000000001,1028.6,1023.7,1026.3833333333334,27.4,5.05,12.145833333333337,-0.7923201376406305,-0.9338484018884088,-0.9847763728387198
45,2018-03-18,155.53,119.1,133.31,66.22,2018,3,18,6,17.8,9.6,13.987499999999997,3.2,0.85,1.9750000000000003,260.0,50.0,135.20833333333334,98.0,75.5,87.35416666666667,1020.45,1010.45,1015.1104166666665,1024.7,1014.75,1019.3229166666665,23.950000000000003,6.75,13.706249999999999,-0.104531428667368,-0.2866922499208605,-0.5639876321441759
46,2018-03-19,157.0,108.57,131.33,76.3,2018,3,19,0,15.5,10.5,13.435416666666667,5.4,1.35,3.1208333333333336,295.0,50.0,178.54166666666666,98.5,91.5,97.22916666666667,1009.6,1004.3499999999999,1007.2062500000001,1014.55,1009.45,1011.3958333333335,18.25,10.9,14.447916666666664,-0.4306992700361316,-0.364751594605157,-0.4398204627589006
47,2018-03-20,153.61,118.81,130.42,80.96,2018,3,20,1,10.25,6.449999999999999,8.610416666666667,8.100000000000001,4.55,6.410416666666666,80.0,50.0,59.583333333333336,93.5,72.5,84.45833333333333,1012.25,1009.3499999999999,1010.5729166666665,1017.55,1015.0,1016.0270833333335,10.6,6.5,8.641666666666667,-1.1752128209865702,-1.0469608107894277,-0.9985727249926393
48,2018-03-21,145.02,118.38,134.24,80.62,2018,3,21,2,6.25,4.0,5.295833333333333,7.300000000000001,1.9,4.404166666666666,350.0,50.0,176.04166666666666,91.5,84.5,88.1875,1008.7,1006.5,1007.7937500000002,1014.35,1012.15,1013.4520833333336,13.100000000000001,4.85,7.179166666666668,-1.7424612407583329,-1.5156114424600557,-1.3365833527636664
49,2018-03-22,150.24,120.23,135.83,80.24,2018,3,22,3,9.9,4.65,6.90625,4.050000000000001,2.25,3.2750000000000004,360.0,280.0,316.25,92.0,61.5,74.20833333333333,1013.1,1007.3499999999999,1009.8791666666665,1017.9000000000001,1013.0,1015.0666666666667,20.35,4.25,8.516666666666666,-1.2248470577165993,-1.2879138068337859,-1.2469070637631896
50,2018-03-23,155.68,120.5,132.32,78.27,2018,3,23,4,12.9,4.699999999999999,8.583333333333334,4.15,1.9,2.8520833333333333,330.0,245.0,303.3333333333333,80.0,50.5,63.833333333333336,1017.6500000000001,1013.05,1015.0958333333333,1022.35,1017.85,1019.9062499999999,25.05,2.6500000000000004,10.210416666666667,-0.7994107428877774,-1.0507901371324309,-1.24000888768623
51,2018-03-24,157.11,116.8,129.99,72.59,2018,3,24,5,15.4,7.199999999999999,11.366666666666667,4.15,0.85,2.3895833333333334,330.0,225.0,275.4166666666667,87.5,57.5,68.9375,1020.6,1017.6500000000001,1019.125,1025.0,1022.3,1023.5541666666667,27.450000000000003,3.8000000000000003,12.318750000000003,-0.44488048053042567,-0.6572532144976357,-0.8951000838382432
52,2018-03-25,159.98,114.86,127.22,69.3,2018,3,25,6,16.25,9.35,12.862499999999999,4.15,0.7,2.14375,330.0,100.0,251.25,90.0,71.0,80.75,1022.8,1019.85,1021.0083333333333,1027.25,1024.65,1025.5229166666666,30.700000000000003,6.1,14.885416666666666,-0.32434019132892616,-0.44575657493791815,-0.5984785125289745
53,2018-03-26,155.42,119.19,129.68,71.81,2018,3,26,0,16.6,10.149999999999999,13.375000000000002,3.25,0.9,1.7145833333333333,315.0,145.0,230.83333333333334,86.5,65.0,72.47916666666667,1020.55,1016.75,1019.0145833333336,1024.95,1020.8,1022.9666666666666,33.05,6.65,15.19791666666667,-0.2747059545988967,-0.3732939379857025,-0.48810769529761894
54,2018-03-27,147.7,120.46,125.03,72.05,2018,3,27,1,17.3,9.9,13.987499999999999,3.5,0.8500000000000001,1.9270833333333337,280.0,180.0,232.5,81.5,63.5,73.16666666666667,1017.3,1014.15,1015.7145833333334,1021.55,1018.4,1019.9979166666664,34.150000000000006,6.95,16.366666666666664,-0.17543748113883834,-0.28669224992086023,-0.5225985756824174
55,2018-03-28,145.45,115.13,129.51,69.04,2018,3,28,2,18.5,11.05,14.691666666666663,4.4,0.75,2.1625,235.0,135.0,182.5,92.5,70.0,79.02083333333333,1015.4000000000001,1013.0,1014.2874999999999,1019.5,1017.1,1018.4770833333332,36.3,7.4,17.693750000000005,-0.005262955207309634,-0.1871297650027762,-0.3639405259123434
56,2018-03-29,170.18,110.7,136.7,68.56,2018,3,29,3,18.35,12.75,15.40208333333333,3.1,0.4,1.83125,360.0,10.0,191.25,96.0,75.0,85.02083333333333,1017.15,1013.65,1015.4604166666667,1021.55,1017.9,1019.7312499999999,37.25,9.7,19.33541666666667,-0.026534770948750532,-0.08668358939015253,-0.12940253929571244
57,2018-03-30,179.64,113.85,133.94,68.84,2018,3,30,4,18.299999999999997,13.25,15.222916666666668,5.15,1.25,3.360416666666666,360.0,45.0,101.04166666666667,95.0,58.0,76.33333333333333,1019.9,1016.85,1018.2958333333332,1024.1,1021.2,1022.5104166666665,34.599999999999994,12.350000000000001,18.935416666666665,-0.03362537619589817,-0.11201605596694254,-0.06042077852611509
58,2018-03-31,173.16,114.06,135.34,66.5,2018,3,31,5,18.6,13.05,15.716666666666667,4.35,1.15,2.3833333333333333,215.0,60.0,125.41666666666667,88.5,49.0,70.64583333333333,1018.95,1014.45,1016.6791666666667,1023.15,1018.7,1020.8020833333334,34.05,9.65,18.60625,0.008918255286984634,-0.04220449109834509,-0.08801348283395394
59,2018-04-01,152.84,117.78,129.73,62.66,2018,4,1,6,20.65,15.350000000000001,17.833333333333336,4.8,0.6499999999999999,2.3874999999999997,230.0,160.0,182.08333333333334,92.5,72.0,83.72916666666667,1015.3499999999999,1012.1500000000001,1013.56875,1019.45,1016.2,1017.6604166666667,35.7,13.45,21.066666666666666,0.2996330704200126,0.2570720907856013,0.22930261670619403
60,2018-04-02,147.17,114.6,128.9,64.46,2018,4,2,0,21.6,15.7,18.397916666666667,3.85,0.65,2.235416666666667,205.0,150.0,177.91666666666666,97.0,73.0,86.54166666666667,1013.8499999999999,1011.8499999999999,1012.5374999999999,1017.9,1015.95,1016.6125000000001,38.45,14.65,22.610416666666666,0.43435457011580664,0.3368988168589764,0.27758984924491187
61,2018-04-03,146.47,112.57,128.96,63.96,2018,4,3,1,21.5,15.7,18.637500000000003,3.6999999999999997,0.8500000000000001,2.3000000000000003,205.0,150.0,176.875,97.0,77.0,88.60416666666667,1014.9000000000001,1012.4,1013.6145833333331,1018.95,1016.55,1017.6916666666671,35.7,14.4,22.383333333333336,0.42017335962151237,0.3707736268163131,0.27758984924491187
62,2018-04-04,146.15,115.72,128.51,64.09,2018,4,4,2,22.0,16.45,18.46041666666667,5.9,1.3,2.8520833333333333,230.0,45.0,141.25,96.5,71.0,88.08333333333333,1015.4,1011.6500000000001,1013.625,1017.8,1015.9000000000001,1016.7375000000001,31.7,16.4,21.106250000000003,0.4910794120929827,0.34573572380436896,0.38106249039930795
63,2018-04-05,157.0,119.59,128.94,66.18,2018,4,5,3,17.85,14.55,16.427083333333332,6.0,2.05,4.039583333333333,215.0,60.0,107.91666666666667,98.0,86.0,92.39583333333333,1014.05,1007.05,1011.5916666666668,1018.1500000000001,1010.3,1014.9583333333334,22.35,15.4,17.98541666666667,-0.09744082342022087,0.058241684514278344,0.11893179947483815
64,2018-04-06,146.8,112.89,128.48,73.82,2018,4,6,4,16.9,8.3,11.847916666666668,8.45,2.9,5.96875,320.0,180.0,279.1666666666667,98.5,43.0,72.47916666666667,1014.5,1002.25,1008.3750000000001,1018.75,1007.7,1013.0354166666667,22.1,6.9,14.258333333333331,-0.2321623231160149,-0.5892090310181164,-0.7433402101451289
65,2018-04-07,140.68,104.62,130.96,77.14,2018,4,7,5,8.7,4.75,6.847916666666667,8.7,3.55,6.577083333333333,320.0,270.0,301.4583333333333,62.0,43.5,54.270833333333336,1016.75,1013.7,1015.029166666667,1022.05,1018.0,1019.4916666666664,16.1,5.05,8.8,-1.3950215836481283,-1.296161586649485,-1.2331107116092703
66,2018-04-08,138.56,109.54,132.52,72.41,2018,4,8,6,14.5,6.15,10.716666666666667,9.100000000000001,1.95,5.433333333333334,280.0,215.0,243.95833333333334,73.0,48.0,56.6875,1018.0,1011.65,1014.3645833333334,1021.25,1016.3,1019.1270833333333,25.5,3.8,12.347916666666668,-0.5725113749790723,-0.7491570467297137,-1.0399617814543975
67,2018-04-09,153.33,117.05,130.04,71.3,2018,4,9,0,16.65,12.1,14.1625,7.0,1.2000000000000002,3.4125,295.0,105.0,232.70833333333334,90.5,45.0,71.45833333333333,1014.85,1012.75,1013.8875000000003,1019.6,1016.95,1018.275,34.5,10.7,18.314583333333335,-0.2676153493517501,-0.26194891047376223,-0.21907882829618908
68,2018-04-10,148.9,112.26,127.17,65.32,2018,4,10,1,20.3,12.75,16.702083333333334,7.2,1.6,4.429166666666666,230.0,170.0,188.125,94.0,66.0,80.125,1014.5,1007.4,1011.5270833333337,1018.9000000000001,1012.0999999999999,1015.7333333333332,33.8,10.350000000000001,19.06458333333334,0.24999883368998368,0.09712407507400392,-0.12940253929571244
69,2018-04-11,132.11,87.0,123.6,67.31,2018,4,11,2,19.45,14.65,17.22083333333333,7.5,1.6,3.572916666666666,290.0,20.0,225.41666666666666,92.5,59.5,79.52083333333333,1010.65,1005.7,1007.9229166666668,1015.05,1009.95,1012.3541666666669,35.349999999999994,13.3,20.968749999999996,0.1294585444884839,0.170470402720758,0.13272815162875756
70,2018-04-12,149.94,88.3,122.15,65.96,2018,4,12,3,21.0,13.899999999999999,16.854166666666664,3.5,0.4,1.8687500000000001,320.0,0.0,146.875,60.0,24.0,37.104166666666664,1016.5,1010.6,1013.225,1020.9,1014.7,1017.5291666666668,36.400000000000006,10.95,20.11041666666667,0.34926730715004206,0.11862721530779091,0.02925551047436129
71,2018-04-13,151.95,88.55,127.18,66.34,2018,4,13,4,18.799999999999997,14.55,16.41875,6.4,1.0,4.20625,360.0,20.0,108.33333333333333,72.0,41.5,48.583333333333336,1017.6,1013.4,1015.9375000000001,1021.7,1017.5,1020.1750000000001,26.55,13.05,17.64583333333334,0.03728067627557216,0.05706343025489279,0.11893179947483815
72,2018-04-14,156.29,87.24,118.1,66.9,2018,4,14,5,17.9,10.05,14.34375,8.0,3.8499999999999996,5.889583333333332,305.0,70.0,206.66666666666666,98.0,81.5,92.5,1012.25,999.45,1004.2583333333332,1016.4000000000001,1004.2,1008.1270833333334,18.200000000000003,10.149999999999999,15.116666666666667,-0.09035021817307423,-0.23632188033212506,-0.5019040474515382
